Synset,Labels,res_nrdirhypos,res_nrdirhypers,res_nrhypos,res_depthfromtopsynset,res_glosslength,res_nroflemmas,res_freq,res_polyscore_max,res_polyscore_sum,res_wordlength,res_minwordlength,res_nrpartrels,res_nrmiscrels,res_ngrams_all_mean,res_ngrams_last_mean,res_ngrams_all_max,res_ngrams_last_max
b'carpenter's_square.n.01',l,0,1,0,10,59,1,0,1,1.0,18.0,18,0,0,3.7167559590045593e-06,3.517259905549963e-08,3.7167559590045593e-06,3.517259905549963e-08
b't-square.n.01',l,0,2,0,9,49,1,1,1,1.0,8.0,8,0,0,1.5187084189904889e-05,1.0698824226551552e-07,1.5187084189904889e-05,1.0698824226551552e-07
b'try_square.n.01',l,1,1,1,10,75,1,0,1,1.0,10.0,10,0,0,2.7526072426953263e-06,1.998245036105573e-08,2.7526072426953263e-06,1.998245036105573e-08
b'set_square.n.01',l,0,1,0,11,44,1,0,1,1.0,10.0,10,0,0,5.6985905958484295e-06,6.384802908598887e-08,5.6985905958484295e-06,6.384802908598887e-08
b'straightedge.n.01',b,0,1,0,9,137,1,0,1,1.0,12.0,12,0,0,2.388820649501522e-05,2.730678474449633e-07,2.388820649501522e-05,2.730678474449633e-07
b'tire_iron.n.01',b,0,2,0,9,103,2,1,1,1.0,9.0,9,0,0,1.516943735790921e-06,8.198550927041026e-08,2.56066922454945e-06,1.539153231533419e-07
b'trowel.n.01',b,5,1,5,9,113,1,0,2,2.0,6.0,6,0,0,9.793241686395504e-05,9.24288968917608e-07,9.793241686395504e-05,9.24288968917608e-07
b'brick_trowel.n.01',l,0,1,0,10,24,2,0,1,1.0,13.0,12,0,0,8.869892109963917e-07,6.089471212000763e-09,1.6257761000781912e-06,1.1670054256285312e-08
b'garden_trowel.n.01',l,0,1,0,10,26,1,0,1,1.0,13.0,13,0,0,1.058260655772969e-06,2.009267419111893e-08,1.058260655772969e-06,2.009267419111893e-08
b'plastering_trowel.n.01',l,0,1,0,10,42,1,0,1,1.0,17.0,17,0,0,1.286384471721469e-07,1.448600517317544e-09,1.286384471721469e-07,1.448600517317544e-09
b'pointing_trowel.n.01',l,0,1,0,10,69,1,0,1,1.0,15.0,15,0,0,4.538977552148715e-07,4.757846117087183e-09,4.538977552148715e-07,4.757846117087183e-09
b'slick.n.04',l,0,1,0,10,37,1,0,10,10.0,5.0,5,0,0,0.0001290698512512,4.005476284874021e-06,0.0001290698512512,4.005476284874021e-06
b'weeder.n.02',b,0,1,0,9,30,2,0,2,1.5,9.0,6,0,0,3.825005356547506e-06,2.6366311300929368e-08,7.621174222594007e-06,5.0019853148342015e-08
b'wire_stripper.n.01',b,0,1,0,9,91,1,0,1,1.0,13.0,13,0,0,3.246690546965248e-07,7.530033929725732e-09,3.246690546965248e-07,7.530033929725732e-09
b'wrench.n.03',b,17,1,25,9,55,2,0,7,4.0,6.5,6,1,0,0.0001202676747971,1.5783309024186565e-06,0.000218908962509,2.790605776681332e-06
b'adjustable_wrench.n.01',l,4,1,7,10,36,2,0,1,1.0,17.5,17,0,0,7.663937233171048e-07,1.5770283190441603e-08,1.2523253026808234e-06,2.5489265809142125e-08
b'crescent_wrench.n.01',l,0,1,0,11,110,1,0,1,1.0,15.0,15,0,0,6.57896050859641e-07,1.6145046188853485e-08,6.57896050859641e-07,1.6145046188853485e-08
b'monkey-wrench.n.01',l,0,1,0,11,59,2,0,1,1.0,13.0,13,0,0,5.091630466746988e-06,7.859396866649605e-08,8.07665894808629e-06,1.337768722464716e-07
b'pipe_wrench.n.01',l,2,1,3,11,107,2,0,1,1.0,11.0,11,0,0,1.1181105964985782e-06,1.8515315503009333e-08,2.2362211929971565e-06,3.7030631006018666e-08
b'chain_tongs.n.01',l,1,1,1,12,144,1,0,1,1.0,11.0,11,1,0,3.2326001966898055e-07,1.6442512351666492e-09,3.2326001966898055e-07,1.6442512351666492e-09
b'chain_wrench.n.01',l,0,1,0,13,28,1,0,1,1.0,12.0,12,0,0,9.645817777501065e-08,5.780530741572586e-10,9.645817777501065e-08,5.780530741572586e-10
b'stillson_wrench.n.01',l,0,1,0,12,101,1,0,1,1.0,15.0,15,0,0,7.607040953261368e-07,2.956485278815535e-09,7.607040953261368e-07,2.956485278815535e-09
b'screw_wrench.n.01',l,0,1,0,11,74,1,0,1,1.0,12.0,12,0,0,3.263436692546584e-07,1.801360782760497e-09,3.263436692546584e-07,1.801360782760497e-09
b'allen_wrench.n.01',l,0,1,0,10,25,1,0,1,1.0,12.0,12,0,0,9.245009080505184e-07,2.0844590054025506e-08,9.245009080505184e-07,2.0844590054025506e-08
b'alligator_wrench.n.01',l,0,1,0,10,97,1,0,1,1.0,16.0,16,0,0,6.916988501415311e-08,3.7203083669279375e-10,6.916988501415311e-08,3.7203083669279375e-10
b'box_wrench.n.01',l,0,1,0,10,72,2,0,1,1.0,12.0,10,1,0,3.2407825809044333e-07,2.687330233341889e-09,5.833661182452765e-07,4.573057932333313e-09
b'brace_wrench.n.01',l,0,1,0,10,81,1,0,1,1.0,12.0,12,0,0,0.0,0.0,0.0,0.0
b'bulldog_wrench.n.01',l,0,1,0,10,53,1,0,1,1.0,14.0,14,0,0,0.0,0.0,0.0,0.0
b'carriage_wrench.n.01',l,0,1,0,10,45,1,0,1,1.0,15.0,15,0,0,0.0,0.0,0.0,0.0
b'dog_wrench.n.01',l,0,1,0,10,42,1,0,1,1.0,10.0,10,0,0,2.4764598746673805e-08,3.7203083669279375e-10,2.4764598746673805e-08,3.7203083669279375e-10
b'hook_wrench.n.01',l,0,1,0,10,54,2,0,1,1.0,11.5,11,0,0,5.502578589826335e-08,1.5661873013772531e-10,6.891314885057453e-08,1.6649943576640958e-10
b'lug_wrench.n.01',l,0,1,0,10,87,1,0,1,1.0,10.0,10,1,0,6.772017262512975e-07,2.4743241233693425e-08,6.772017262512975e-07,2.4743241233693425e-08
b'open-end_wrench.n.01',l,1,1,1,10,84,2,0,1,1.0,14.0,13,0,0,3.648439176329177e-07,4.177345136469057e-09,7.296878352658354e-07,8.354690272938115e-09
b's_wrench.n.01',l,0,1,0,11,32,1,0,1,1.0,8.0,8,0,0,1.24964343858891e-07,2.643247842826213e-10,1.24964343858891e-07,2.643247842826213e-10
b'pin_wrench.n.01',l,0,1,0,10,85,1,0,1,1.0,10.0,10,0,0,1.988291173093959e-07,5.286495685652426e-10,1.988291173093959e-07,5.286495685652426e-10
b'screw_key.n.01',l,0,1,0,10,28,1,0,1,1.0,9.0,9,0,0,1.5734417611878992e-07,1.5360543254017143e-09,1.5734417611878992e-07,1.5360543254017143e-09
b'socket_wrench.n.01',l,0,1,0,10,74,1,0,1,1.0,13.0,13,1,0,2.4502384333713323e-06,3.58251206478144e-08,2.4502384333713323e-06,3.58251206478144e-08
b'sparkplug_wrench.n.01',l,0,1,0,10,103,1,0,1,1.0,16.0,16,0,0,1.0388177318354508e-08,4.1155365226863694e-10,1.0388177318354508e-08,4.1155365226863694e-10
b'tap_wrench.n.01',l,0,1,0,10,61,1,0,1,1.0,10.0,10,0,0,1.0260888154284276e-06,6.470771696243105e-09,1.0260888154284276e-06,6.470771696243105e-09
b'torque_wrench.n.01',l,0,1,0,10,75,1,0,1,1.0,13.0,13,0,0,2.82181755667521e-06,7.242492827685966e-08,2.82181755667521e-06,7.242492827685966e-08
b'musical_instrument.n.01',h,10,1,184,7,90,2,1,9,5.0,14.0,10,0,0,0.0050676722493392,3.282165991436159e-05,0.010007718745328,6.443808160838671e-05
b'barrel_organ.n.01',b,0,1,0,8,81,6,0,1,1.0,11.166666666666666,10,0,0,4.513525055453947e-06,3.8264081000938255e-08,1.4502455802034577e-05,1.2678092176088285e-07
b'bass.n.07',h,4,1,6,8,67,1,0,9,9.0,4.0,4,0,0,0.0009047287841781,1.2509492080425844e-05,0.0009047287841781,1.2509492080425844e-05
b'bass_fiddle.n.01',b,0,2,0,9,46,6,4,2,1.3333333333333333,10.5,9,0,0,6.380205626183022e-06,7.2348770271032e-08,1.499852753550357e-05,2.045403064698803e-07
b'bass_guitar.n.01',l,0,2,0,9,53,1,0,1,1.0,11.0,11,0,0,2.429137561543726e-06,2.1629064406170078e-07,2.429137561543726e-06,2.1629064406170078e-07
b'bass_horn.n.01',b,2,2,2,9,32,3,0,1,1.0,7.666666666666667,4,0,0,1.8200758868121745e-05,1.554521275407931e-07,5.2527964724546905e-05,4.463845897362262e-07
b'euphonium.n.01',l,0,1,0,10,72,1,0,1,1.0,9.0,9,0,0,3.098248581578922e-06,4.4083961370233744e-08,3.098248581578922e-06,4.4083961370233744e-08
b'helicon.n.01',l,0,1,0,10,51,2,0,2,1.5,8.0,7,0,0,1.5372462999763137e-06,2.2520402875869653e-08,2.2075999122073142e-06,3.715969576489897e-08
b'bombardon.n.02',l,0,2,0,9,50,2,0,5,3.5,8.0,7,0,0,4.784701945775849e-05,3.945707889307926e-07,9.482714622777166e-05,7.812604678747448e-07
b'calliope.n.02',l,0,1,0,8,84,2,0,2,1.5,9.5,8,1,0,4.45761794207189e-06,4.9310965088977816e-08,8.2876411819921e-06,9.175789372761757e-08
b'electronic_instrument.n.01',h,3,1,3,8,57,2,0,1,1.0,25.0,21,0,0,1.2504229446042014e-06,2.17931673818228e-08,2.284682018960371e-06,3.7503923522308475e-08
b'electric_organ.n.01',b,0,1,0,9,48,4,1,6,2.25,12.0,5,0,0,0.0014080953669813,8.395846845088428e-06,0.0056178787936005,3.345955155964475e-05
b'synthesizer.n.02',b,0,2,0,9,170,2,0,2,2.0,11.0,11,0,0,1.4637291858271562e-05,5.397966207354443e-07,2.7430818735185717e-05,9.909641676131289e-07
b'theremin.n.01',b,0,1,0,9,171,1,0,1,1.0,8.0,8,0,0,8.103596571551464e-07,4.342393822298618e-08,8.103596571551464e-07,4.342393822298618e-08
b'jew's_harp.n.01',b,0,1,0,8,153,3,0,1,1.0,9.666666666666666,9,0,0,4.812691903495018e-07,4.4960726993300195e-09,1.0374328922591047e-06,5.472756470226159e-09
b'keyboard_instrument.n.01',h,7,1,16,8,58,1,0,1,1.0,19.0,19,0,0,5.200265537907978e-06,5.916517586967984e-08,5.200265537907978e-06,5.916517586967984e-08
b'accordion.n.01',b,0,2,0,9,122,3,0,1,1.0,11.666666666666666,9,1,0,2.0700491313974112e-05,4.362364621387134e-07,6.133356054793815e-05,1.2873361470155942e-06
b'celesta.n.01',b,0,1,0,9,108,1,0,1,1.0,7.0,7,0,0,7.052215376779358e-06,5.410422687646133e-08,7.052215376779358e-06,5.410422687646133e-08
b'clavichord.n.01',b,0,2,0,9,70,1,0,1,1.0,10.0,10,0,0,2.2679402055580944e-05,1.5236303596566358e-07,2.2679402055580944e-05,1.5236303596566358e-07
b'clavier.n.02',h,1,2,3,9,41,2,0,2,1.5,7.0,7,0,0,1.8674802628237952e-05,1.269719396290725e-07,3.175188029458376e-05,1.7479133163078586e-07
b'harpsichord.n.01',b,2,1,2,10,68,2,0,1,1.0,9.0,7,0,0,8.126914956113618e-05,5.617595393303532e-07,0.0001571700727538,1.067265884557855e-06
b'spinet.n.02',l,0,1,0,11,53,1,0,2,2.0,6.0,6,0,0,2.5862792069730745e-05,1.9510182625026573e-07,2.5862792069730745e-05,1.9510182625026573e-07
b'virginal.n.01',l,0,1,0,11,91,2,0,4,2.5,12.5,8,0,0,4.247554654532304e-05,5.830750064439449e-07,8.413957766162383e-05,1.1639210697467206e-06
b'organ.n.05',b,0,2,0,9,160,2,0,6,3.5,7.5,5,5,0,0.0028167104692478,1.6825006223797345e-05,0.0056178787936005,3.345955155964475e-05
b'piano.n.01',b,3,3,6,9,117,3,11,4,2.0,8.666666666666666,5,7,0,0.0006995072598135,8.881020312045962e-06,0.0018965926325336,2.561765450082021e-05
b'grand_piano.n.01',l,2,1,2,10,91,2,0,10,5.5,8.0,5,1,0,0.0046343094520628,2.8897307331021693e-05,0.0092296754992275,5.71421260247007e-05
b'baby_grand.n.01',l,0,1,0,11,19,6,0,1,1.0,14.666666666666666,10,0,0,8.759593160753698e-07,3.1546371924429106e-08,3.352773920051177e-06,1.1818017853215681e-07
b'concert_grand.n.01',l,0,1,0,11,47,2,0,1,1.0,13.0,13,0,0,1.625332333304863e-06,2.5474967690897188e-08,2.7746319304355893e-06,4.0287035929509336e-08
b'mechanical_piano.n.01',l,0,1,0,10,87,3,0,1,1.0,11.666666666666666,7,0,0,4.194121464758578e-06,4.4073314183397854e-08,5.3969532399777975e-06,8.777644566748678e-08
b'upright.n.02',l,1,1,1,10,38,2,0,5,3.0,10.0,7,0,0,0.0012974009519516,9.702338225281435e-06,0.0025850325719147,1.922601677506464e-05
b'spinet.n.01',l,0,1,0,11,41,1,0,2,2.0,6.0,6,0,0,2.5862792069730745e-05,1.9510182625026573e-07,2.5862792069730745e-05,1.9510182625026573e-07
b'music_box.n.01',b,0,1,0,8,110,2,0,1,1.0,10.0,9,0,0,1.082202922714215e-05,1.5330361335941236e-07,1.1994260762926425e-05,2.391203253182539e-07
b'percussion_instrument.n.01',h,15,1,33,8,82,2,1,1,1.0,21.0,21,1,0,2.015299151045258e-06,3.8741070129688644e-08,3.6737115556295663e-06,6.952079090183362e-08
b'bones.n.01',b,0,1,0,9,203,4,1,6,3.0,9.0,5,0,0,0.0016126478156267,1.1162546546650276e-05,0.006391572238499,4.4196323869982734e-05
b'chime.n.01',h,2,1,2,9,122,3,0,11,5.333333333333333,4.333333333333333,4,0,0,0.0012117048180405,1.1786138922313208e-05,0.0033534569602124,3.1689794013800565e-05
b'carillon.n.01',b,0,1,0,10,33,1,0,2,2.0,8.0,8,0,0,2.071548506377141e-05,1.584921633934755e-07,2.071548506377141e-05,1.584921633934755e-07
b'handbell.n.01',b,0,1,0,10,31,1,0,1,1.0,8.0,8,0,0,4.924497310154763e-06,6.944060970681677e-08,4.924497310154763e-06,6.944060970681677e-08
b'cymbal.n.01',b,2,1,2,9,145,1,0,1,1.0,6.0,6,0,0,5.718786570696466e-05,5.416246153799875e-07,5.718786570696466e-05,5.416246153799875e-07
b'high-hat_cymbal.n.01',l,0,1,0,10,41,2,0,2,1.5,11.5,8,0,0,6.526651855756627e-06,6.772683339151264e-08,1.2985885560978794e-05,1.3343215954364498e-07
b'zill.n.01',b,0,1,0,10,123,1,0,1,1.0,4.0,4,0,0,4.183728892492855e-07,6.287155462914029e-09,4.183728892492855e-07,6.287155462914029e-09
b'drum.n.01',b,8,1,8,9,112,3,5,9,3.6666666666666665,7.666666666666667,4,1,0,0.0005780308115818,4.836026642992171e-06,0.0017201955461132,1.443368046238902e-05
b'bass_drum.n.01',l,0,1,0,10,75,2,0,1,1.0,9.0,9,0,0,1.0872086476973464e-05,1.663532299411852e-07,2.161056983474019e-05,3.311200202915643e-07
b'bongo.n.01',l,0,1,0,10,35,2,0,2,1.5,7.5,5,0,0,4.798964915703197e-06,1.0228432745229554e-07,9.285807672010373e-06,1.923973798056977e-07
b'snare_drum.n.01',l,0,1,0,10,71,3,0,7,3.0,8.0,5,1,0,0.0002015632271812,1.2429382931777866e-06,0.000593752363784,3.5086547995888395e-06
b'tabor.n.01',l,0,1,0,10,43,2,0,1,1.0,5.5,5,0,0,1.6623688166655937e-05,8.46175455260223e-08,3.085878712738577e-05,1.607201198794428e-07
b'tambour.n.02',l,0,1,0,10,6,1,0,2,2.0,7.0,7,0,0,4.183110011091173e-05,1.608107993433805e-07,4.183110011091173e-05,1.608107993433805e-07
b'tambourine.n.01',l,0,1,0,10,74,1,0,1,1.0,10.0,10,0,0,6.102910646887949e-05,6.379397063938086e-07,6.102910646887949e-05,6.379397063938086e-07
b'tenor_drum.n.01',l,0,1,0,10,37,2,0,1,1.0,8.5,7,0,0,1.0441802854976869e-05,8.974830223440479e-08,2.005310532116056e-05,1.711923758307421e-07
b'timbrel.n.01',l,0,1,0,10,79,1,0,1,1.0,7.0,7,0,0,2.0853996559822008e-05,1.0996825849929337e-07,2.0853996559822008e-05,1.0996825849929337e-07
b'glockenspiel.n.01',b,0,1,0,9,116,2,0,1,1.0,14.0,12,0,0,3.0005620696438307e-06,3.391465684676742e-08,5.835674940835034e-06,6.632093807468209e-08
b'gong.n.01',b,0,1,0,9,94,2,0,3,2.0,5.5,4,0,0,7.564879339488906e-05,1.064672193962224e-06,0.0001474228144875,2.0915622371830977e-06
b'kettle.n.04',l,0,1,0,9,124,5,0,4,2.0,7.6,6,0,0,0.0002147016336138,1.4252943834947015e-06,0.0006327541281052,5.7610918702266645e-06
b'lagerphone.n.01',b,0,1,0,9,178,1,0,1,1.0,10.0,10,0,0,3.0948063767938245e-08,1.1303205940671468e-10,3.0948063767938245e-08,1.1303205940671468e-10
b'maraca.n.01',b,0,1,0,9,103,1,0,1,1.0,6.0,6,0,0,1.7478120524772045e-06,3.4923291813981905e-08,1.7478120524772045e-06,3.4923291813981905e-08
b'marimba.n.01',b,0,1,0,9,122,2,1,1,1.0,8.0,7,0,0,1.549495884173302e-05,2.629819135790968e-07,1.9259975467700308e-05,2.915271437586853e-07
b'rain_stick.n.01',b,0,1,0,9,256,1,0,1,1.0,10.0,10,0,0,1.0350558993232897e-07,8.588314948099196e-09,1.0350558993232897e-07,8.588314948099196e-09
b'steel_drum.n.01',b,0,1,0,9,166,1,0,1,1.0,10.0,10,0,0,3.003901390519204e-06,5.25412851004603e-08,3.003901390519204e-06,5.25412851004603e-08
b'triangle.n.05',b,0,1,0,9,87,1,0,5,5.0,8.0,8,0,0,0.0019780362715664,1.7794995983422268e-05,0.0019780362715664,1.7794995983422268e-05
b'vibraphone.n.01',l,0,1,0,9,134,3,0,2,1.3333333333333333,8.0,5,0,0,4.202222308717178e-06,2.1044370237162846e-07,8.726719822105267e-06,5.596929213425028e-07
b'stringed_instrument.n.01',h,13,1,48,8,70,1,0,1,1.0,19.0,19,4,0,2.8139046083452968e-05,2.4201262505130217e-07,2.8139046083452968e-05,2.4201262505130217e-07
b'banjo.n.01',b,0,1,0,9,79,1,1,1,1.0,5.0,5,1,0,7.381218541047119e-05,1.494378636834881e-06,7.381218541047119e-05,1.494378636834881e-06
b'bowed_stringed_instrument.n.01',h,5,1,11,9,47,2,3,17,9.0,15.5,6,1,0,0.0015350257074732,2.5207326856790942e-05,0.0030699319368068,5.041298936703242e-05
b'cello.n.01',b,0,1,0,10,73,2,0,1,1.0,8.0,5,0,0,9.416393015326818e-05,1.043610993178845e-06,0.0001206789121814,1.744484109167388e-06
b'viol.n.01',h,3,1,3,10,77,1,0,1,1.0,4.0,4,0,0,9.547320549074811e-05,5.061081367330189e-07,9.547320549074811e-05,5.061081367330189e-07
b'viola_d'amore.n.01',l,0,1,0,11,41,1,0,1,1.0,13.0,13,0,0,2.4618069617288185e-06,1.733598153919047e-08,2.4618069617288185e-06,1.733598153919047e-08
b'viola_da_braccio.n.01',l,0,1,0,11,67,1,0,1,1.0,16.0,16,0,0,5.004493747184924e-07,4.3367306412633874e-09,5.004493747184924e-07,4.3367306412633874e-09
b'viola_da_gamba.n.01',l,0,1,0,11,89,3,0,2,1.3333333333333333,9.333333333333334,5,0,0,1.164307193968206e-05,1.1209693676998239e-07,1.8289075229382945e-05,1.9648157945084682e-07
b'viola.n.03',b,0,1,0,10,78,1,0,3,3.0,5.0,5,0,0,0.0001040163024086,9.786452892512898e-07,0.0001040163024086,9.786452892512898e-07
b'violin.n.01',b,3,1,3,10,179,2,4,8,4.5,6.0,6,2,0,0.0005696519545494,6.052562412151019e-06,0.0008225672928574,8.30308908916777e-06
b'amati.n.02',l,0,1,0,11,55,1,0,2,2.0,5.0,5,0,0,1.969353706088306e-05,1.964967708545373e-07,1.969353706088306e-05,1.964967708545373e-07
b'guarnerius.n.03',l,0,1,0,11,48,1,0,3,3.0,10.0,10,0,0,8.594253088745063e-06,4.515722018538781e-08,8.594253088745063e-06,4.515722018538781e-08
b'stradavarius.n.01',l,0,1,0,11,61,2,0,1,1.0,8.5,5,0,0,3.587875783379185e-06,3.5579384709272244e-08,7.143684256361027e-06,7.069626306588361e-08
b'chordophone.n.01',h,4,1,8,9,77,1,0,1,1.0,11.0,11,0,0,3.9345167679449844e-07,2.103908336437144e-08,3.9345167679449844e-07,2.103908336437144e-08
b'balalaika.n.01',b,0,1,0,10,66,1,0,1,1.0,9.0,9,0,0,5.277742077147707e-06,5.0593468969850626e-08,5.277742077147707e-06,5.0593468969850626e-08
b'harp.n.01',b,2,1,3,10,189,1,1,5,5.0,4.0,4,0,0,0.0007804480781032,5.34302807864151e-06,0.0007804480781032,5.34302807864151e-06
b'aeolian_harp.n.01',l,0,1,0,11,76,3,0,1,1.0,11.0,9,0,0,7.93770523121092e-07,8.736219377543838e-09,1.8566863366764608e-06,1.865045451410197e-08
b'lyre.n.01',l,1,1,1,11,47,1,0,1,1.0,4.0,4,0,0,0.0003940434675655,2.0582265278790146e-06,0.0003940434675655,2.0582265278790146e-06
b'trigon.n.03',l,0,1,0,12,44,1,0,3,3.0,6.0,6,0,0,5.127176352592855e-06,2.6945397024746853e-08,5.127176352592855e-06,2.6945397024746853e-08
b'lute.n.02',b,0,1,0,10,120,1,0,2,2.0,4.0,4,1,0,0.0003369126506527,2.17713721895052e-06,0.0003369126506527,2.17713721895052e-06
b'mandolin.n.01',b,1,1,1,10,73,1,0,1,1.0,8.0,8,1,0,3.415157347430586e-05,5.467793471325422e-07,3.415157347430586e-05,5.467793471325422e-07
b'mandola.n.01',l,0,1,0,11,25,1,0,1,1.0,7.0,7,0,0,7.693027525568219e-07,1.0313106146853102e-08,7.693027525568219e-07,1.0313106146853102e-08
b'dulcimer.n.01',b,0,1,0,9,113,1,0,2,2.0,8.0,8,0,0,2.2618291541931512e-05,2.0694187696790325e-07,2.2618291541931512e-05,2.0694187696790325e-07
b'guitar.n.01',b,6,1,6,9,81,1,3,1,1.0,6.0,6,1,0,0.0004276018923121,1.2048929420416243e-05,0.0004276018923121,1.2048929420416243e-05
b'acoustic_guitar.n.01',l,0,1,0,10,42,1,0,1,1.0,15.0,15,0,0,3.10532917702222e-06,2.955247424551999e-07,3.10532917702222e-06,2.955247424551999e-07
b'cittern.n.01',l,0,1,0,10,98,5,0,2,1.2,6.6,6,0,0,8.986914434361282e-05,2.835834756353961e-07,0.0004353517508093,1.3398025089372825e-06
b'electric_guitar.n.01',l,0,1,0,10,53,1,0,1,1.0,15.0,15,0,0,6.63854823090837e-06,4.3805452776268805e-07,6.63854823090837e-06,4.3805452776268805e-07
b'hawaiian_guitar.n.01',l,0,1,0,10,106,2,0,1,1.0,13.5,12,0,0,1.4934107535335972e-06,4.9054954542882e-08,2.3010804706125043e-06,8.33857853876907e-08
b'uke.n.01',l,0,1,0,10,34,2,0,1,1.0,5.0,3,0,0,1.2135179492556158e-05,1.3505628437826545e-07,1.7562427002459913e-05,1.7230316728955589e-07
b'koto.n.01',b,0,1,0,9,155,1,0,1,1.0,4.0,4,0,0,2.0320330886836047e-05,3.309864382572414e-07,2.0320330886836047e-05,3.309864382572414e-07
b'psaltery.n.01',b,0,1,0,9,118,1,0,1,1.0,8.0,8,0,0,2.275212639979429e-05,1.494912496013967e-07,2.275212639979429e-05,1.494912496013967e-07
b'samisen.n.01',b,0,1,0,9,161,2,0,1,1.0,7.5,7,0,0,7.16540922215958e-06,9.98822420328338e-08,9.730801612928277e-06,1.37947784750736e-07
b'sitar.n.01',b,0,1,0,9,137,1,0,1,1.0,5.0,5,0,0,6.741208243010721e-06,2.406715040592644e-07,6.741208243010721e-06,2.406715040592644e-07
b'zither.n.01',b,1,1,1,9,140,3,0,2,1.3333333333333333,6.333333333333333,6,0,0,0.000152224998822,5.429814724141243e-07,0.0004353517508093,1.3398025089372825e-06
b'dulcimer.n.02',l,0,1,0,10,70,1,0,2,2.0,8.0,8,0,0,2.2618291541931512e-05,2.0694187696790325e-07,2.2618291541931512e-05,2.0694187696790325e-07
b'wind_instrument.n.01',h,10,1,75,8,108,2,0,15,8.0,9.5,4,2,0,0.0067691817405198,6.255109551034366e-05,0.0135191621084231,0.000124978403619
b'brass.n.02',h,9,1,13,9,143,2,2,7,4.0,10.5,5,1,0,0.0015553004096865,9.111200600209202e-06,0.0031058742615641,1.817692009353777e-05
b'baritone.n.03',b,0,1,0,10,39,2,0,4,2.5,10.5,8,0,0,4.634916971391068e-05,7.261498717880954e-07,9.20483770248115e-05,1.4436343462875811e-06
b'bugle.n.01',b,0,1,0,10,71,1,3,4,4.0,5.0,5,0,0,0.0002206097542227,1.829522943808115e-06,0.0002206097542227,1.829522943808115e-06
b'clarion.n.01',b,0,1,0,10,52,1,0,4,4.0,7.0,7,0,0,7.131068824151043e-05,7.233848577925528e-07,7.131068824151043e-05,7.233848577925528e-07
b'cornet.n.01',b,1,1,1,10,118,4,2,12,6.0,5.5,4,0,0,0.0009106089283363,6.905589174266424e-06,0.0021089838073748,1.6285449873976177e-05
b'serpent.n.03',l,0,1,0,11,42,1,0,3,3.0,7.0,7,0,0,0.0015384678792997,1.0434666364744771e-05,0.0015384678792997,1.0434666364744771e-05
b'flugelhorn.n.01',b,0,1,0,10,60,2,0,1,1.0,10.5,10,0,0,5.258092069665432e-07,1.5231575056784408e-08,7.510763615492522e-07,2.7389400969468625e-08
b'french_horn.n.01',b,0,1,0,10,114,2,1,12,6.5,7.5,4,0,0,0.001065188466411,8.241983771029027e-06,0.0021089838073748,1.6285449873976177e-05
b'saxhorn.n.01',b,0,1,0,10,75,1,0,1,1.0,7.0,7,0,0,1.1086371533020056e-06,4.243891238431274e-09,1.1086371533020056e-06,4.243891238431274e-09
b'trombone.n.01',b,1,1,1,10,91,1,0,1,1.0,8.0,8,0,0,7.086465764150063e-05,7.550400766831444e-07,7.086465764150063e-05,7.550400766831444e-07
b'sackbut.n.01',l,0,1,0,11,51,1,0,1,1.0,7.0,7,0,0,7.958330475510422e-06,4.405385567451958e-08,7.958330475510422e-06,4.405385567451958e-08
b'free-reed_instrument.n.01',h,5,1,6,9,34,1,0,1,1.0,20.0,20,1,0,6.309367459045312e-08,5.94560983779857e-10,6.309367459045312e-08,5.94560983779857e-10
b'american_organ.n.01',b,0,1,0,10,80,1,0,1,1.0,14.0,14,0,0,2.3899938923488406e-06,1.6662832891256585e-08,2.3899938923488406e-06,1.6662832891256585e-08
b'concertina.n.02',b,1,1,1,10,105,1,0,3,3.0,10.0,10,0,0,2.3660661066182694e-05,3.902809027067633e-07,2.3660661066182694e-05,3.902809027067633e-07
b'bandoneon.n.01',l,0,1,0,11,45,1,0,1,1.0,9.0,9,0,0,3.241793277986016e-07,2.3089111067520207e-08,3.241793277986016e-07,2.3089111067520207e-08
b'harmonica.n.01',b,0,1,0,10,133,4,0,5,2.0,8.5,4,0,0,0.0002052677065428,1.5369099476414403e-06,0.0007804480781032,5.34302807864151e-06
b'harmonium.n.01',b,0,1,0,10,74,3,0,6,2.6666666666666665,8.0,5,0,0,0.0018847905027739,1.126673169634292e-05,0.0056178787936005,3.345955155964475e-05
b'kazoo.n.01',b,0,1,0,9,93,1,0,1,1.0,5.0,5,0,0,2.2607591154688578e-06,6.78641320916995e-08,2.2607591154688578e-06,6.78641320916995e-08
b'ocarina.n.01',b,0,1,0,9,73,2,0,3,2.0,9.5,7,0,0,3.332790423901666e-05,4.424987514184409e-07,6.422549531581723e-05,8.615791102783987e-07
b'organ_pipe.n.01',l,3,1,10,9,35,3,0,9,3.6666666666666665,7.333333333333333,4,1,0,0.001756391517088,1.244875282383854e-05,0.0052475888987828,3.701706918946002e-05
b'flue_pipe.n.01',l,0,1,0,10,90,3,0,3,1.6666666666666667,8.0,4,0,0,0.0001324860651935,6.839239928326432e-07,0.0003952149257457,2.033752480201656e-06
b'organ_stop.n.01',l,6,1,7,10,51,1,0,1,1.0,10.0,10,0,0,1.6858790655160938e-06,8.379838156713504e-09,1.6858790655160938e-06,8.379838156713504e-09
